title,box_off_num
용서는 없다,13.254096802045167
아빠가 여자를 좋아해,13.14110440839857
하모니,15.039674576851814
의형제,15.619324833493868
평행 이론,11.354480802743296
회오리 바람,9.552337051384624
경계도시 2,2.0061064548877443
이웃집 남자,1.7072429100508812
아마존의 눈물 극장판,9.918758328564065
반가운 살인자,6.257021926478602
집 나온 남자들,13.40569559681793
베스트셀러,13.0915744789973
작은 연못,6.356313298654019
경,2.0132743040252596
대한민국 1%,14.236111830912584
포화 속으로,14.284847717151758
나쁜 놈이 더 잘 잔다,1.8033580696463778
맨발의 꿈,12.285621795409547
요술,10.61319631628124
마법천자문: 대마왕의 부활을 막아라,4.461627461903401
인플루언스,8.515800935574722
미스터 좀비,9.860226841708585
김복남 살인사건의 전말,11.09850086834105
엄지아빠,7.549560479903497
탈주,8.570919040546874
해결사,14.668978550780157
할,1.9934274744052494
된장,6.470640691233877
조금만 더 가까이,1.8680127330515168
우리 만난 적 있나요,7.572150726442527
쩨쩨한 로맨스,14.553514020926373
용서,11.574983299207473
브라보! 재즈 라이프,2.0537117102605857
카페 느와르,10.812421603601825
오래된 인력거,9.27658030881352
창피해,8.743474211331854
"양 한 마리, 양 두 마리",7.238420768716977
하얀 정글,2.181303316685595
다슬이,2.1482355979946894
REC 알이씨,2.0839148296719614
량강도 아이들,7.563499559048064
티끌모아 로맨스,6.297826481800631
더 킥,4.768464484965996
커플즈,11.569051847635297
오늘,5.523661240220805
완득이,14.915494868822144
은어,1.9475187452683287
고래를 찾는 자전거,2.1425099091141995
도가니,15.94023940008199
겨울냄새,5.823961301761585
환타스틱 모던가야그머,9.90280187180136
블라인드,15.016113478334658
링크,1.7904172125493611
퀵,15.738522965549796
모비딕,6.178582550763487
굿바이 보이,7.691752852234179
종로의 기적,8.177940674571282
회초리,6.745753769398306
체포왕,13.40737294541582
세상에서 가장 아름다운 이별,15.838721739158839
나는 아빠다,13.265348739734234
수상한 고객들,6.5729021361267685
수상한 이웃들,2.124803375028798
돌아오는 길,1.999867859866126
우리 이웃의 범죄,5.4139648631741455
엄마는 창녀다,5.92156912601376
위험한 상견례,13.419496906914771
간증,4.503805094505191
"사랑한다, 사랑하지 않는다",11.45349615357249
"혜화, 동",8.063490519215915
글러브,15.149471882899451
가문의 귀환,13.382146943980072
잔혹한 앵글의 로망스,1.99192286947017
나의 PS 파트너,7.794369568388827
롤플레이,7.787326259417557
마티나,1.83764793962539
음치 클리닉,12.835154215530386
남영동1985,14.41549472237496
돈 크라이 마미,2.9266534708544856
반드시 크게 들을 것 2 : Wild Days,8.06073521382564
범죄소년,2.1695155151815984
내가 살인범이다,10.733824135548947
터치,2.131306766899737
늑대소년,7.871910537040477
맥코리아,2.08347127485504
용의자X,15.21824208747131
하나안,7.491918699266562
투 올드 힙합 키드,1.8567792181991374
한경직,1.9961394603205174
미운오리새끼,13.729728441752268
황제펭귄 펭이와 솜이,9.975583466170805
두 개의 문,1.8279691482513096
I AM,5.004024270131096
후궁 : 제왕의 첩,13.934065868861124
"안녕, 하세요!",11.758732295969335
천국의 아이들,7.785958523484477
할머니는 일학년,3.4988167526801317
두레소리,1.8899415976846619
"봄, 눈",12.152089786722106
은교,4.717891217429035
간기남,13.504913352172244
시체가 돌아왔다,6.332853745615629
말하는 건축가,7.798376344254974
밀월도 가는 길,4.22394257131266
파파,13.321803388002456
점박이:한반도의 공룡3D,4.612885611595107
댄싱퀸,16.589964491262013
누구의 딸도 아닌 해원,10.977390544978869
신세계,15.094068299450132
굿바이 홈런,8.756147455995984
불륜의 시대,7.370209328822695
남쪽으로 튀어,14.249506248194214
좋은 친구들,13.839557331608244
지슬 - 끝나지 않은 세월 2,7.390576484066145
누구나 제 명에 죽고 싶다,5.276471063292414
사이코메트리,11.333500772743736
환상속의 그대,5.865348679629011
몽타주,6.413819175532583
"힘내세요, 병헌씨",1.9255419059894983
꼭두각시,11.676841217357286
홀리,1.9429542520856002
마이 라띠마,6.362512021633062
더 테러 라이브,6.475562341823643
슈퍼피쉬 - 끝없는 여정,2.1570841675321106
콩가네,5.38342782451224
허풍,1.8170289451151536
젊은 엄마,10.954282174308155
노라노,1.9310099601326465
노브레싱,2.1439610387369545
말하는 건축 시티:홀,9.294230111784957
댄서김의 은밀한 교수법,6.639616147172464
소원,13.92957828248018
고양이 소녀,1.9449629089925222
롤플레이 2 : 동침,6.059811188308404
동창생,14.852422577144209
용의자,14.887938210814871
미녀전쟁,9.198727694443933
캐치미,14.076302358490517
그 강아지 그 고양이,5.241610786465063
화려한 외출,4.952255344612749
오하이오 삿포로,2.108531267683454
마이 리틀 히어로,14.75790271263696
박수건달,14.896292064751021
배꼽,3.0395895304659866
나가요 미스콜,7.894685645161422
우아한 거짓말,14.338513153768329
미스터 컴퍼니,6.620815142708309
